distinction_id,property_flg,price,yield,income,built_date,building_structure,rank,struture_flg,total_units,access,address,land_area,land_rights,footprint_square,plan,management_fee,management_flg,building_area,ratio,use_districts,current_state,delivery_time
603080mpr,APT,"9,830万円",7.00%,688.44 万円 / 57.4万円,1986年3月,木造2階建 総戸数 10戸,2階建,木造,10戸,東急大井町線 戸越公園駅  徒歩4分 ,東京都品川区戸越4-11-4,123.66m2 【37.40坪】, 所有権 ,,1R×10戸 ,,,113.88m2【34.44坪】,60 ％ / 200 ％ ,,賃貸中（満室）,相談
6052648js,APT,"9,830万円",7.00%,688.44 万円 / 57.4万円,1986年3月,木造2階建 総戸数 10戸,2階建,木造,10戸,東急大井町線 戸越公園駅  徒歩4分 ,東京都品川区戸越4丁目,119.56m2 【36.16坪】, 所有権 ,,1R×10戸 ,,,113.88m2【34.44坪】1階・2階/56.94㎡,60 ％ / 200 ％ ,第一種住居,賃貸中（満室）,相談
580554yk7,APT,1億620万円,8.00%,849.6 万円 / 70.8万円,1970年5月,木造2階建 総戸数 12戸,2階建,木造,12戸,JR横須賀線 西大井駅  徒歩6分 JR湘南新宿ライン 西大井駅  徒歩6分 ,東京都品川区西大井2丁目,256.75m2 【77.66坪】, 所有権 ,,1R×12戸 ,,,231.34m2【69.98坪】,60 ％ / 200 ％ ,第一種中高住専,賃貸中,相談
5806562g2,APT,1億620万円,8.00%,849.6 万円 / 70.8万円,1970年5月,木造2階建 総戸数 12戸,2階建,木造,12戸,JR横須賀線 西大井駅  徒歩6分 ,東京都品川区西大井2-14-13,256.75m2 【77.66坪】, 所有権 ,,1R×12戸 ,,,231.34m2【69.98坪】,60 ％ / 200 ％ ,第一種中高住専,賃貸中,相談
581449047,APT,1億620万円,8.00%,849.6 万円 / 70.8万円,1970年5月,木造2階建,2階建,木造,---,JR横須賀線 西大井駅  徒歩6分 ,東京都品川区西大井,256.77m2 【77.67坪】, 所有権 ,,,,,231.34m2【69.98坪】,60 ％ / 200 ％ ,第一種中高住専,賃貸中,相談
581683ihu,APT,1億620万円,8.00%,849.6 万円 / 70.8万円,1970年5月,木造2階建 総戸数 12戸,2階建,木造,12戸,JR横須賀線 西大井駅  徒歩6分 ,東京都品川区西大井2-14-13,256.75m2 【77.66坪】, 所有権 ,,1R×12戸 ,,,231.34m2【69.98坪】各階：115.67㎡,60 ％ / 200 ％ ,第一種中高住専,賃貸中,相談
581954n8a,APT,1億620万円,8.00%,849.6 万円 / 70.8万円,1970年5月,木造2階建 総戸数 12戸,2階建,木造,12戸,JR横須賀線 西大井駅  徒歩6分 JR湘南新宿ライン 西大井駅  徒歩6分 ,東京都品川区西大井,256.75m2 【77.66坪】, 所有権 ,,1R×12戸 ,,,231.34m2【69.98坪】,60 ％ / 200 ％ ,第一種中高住専,賃貸中,相談
582483zpm,APT,1億620万円,8.00%,849.6 万円 / 70.8万円,1970年5月,木造2階建 総戸数 12戸,2階建,木造,12戸,JR横須賀線 西大井駅  徒歩6分 ,東京都品川区西大井2-14-13,256.75m2 【77.66坪】（※私道：13.59m2あり）, 所有権 ,,1R×12戸 ,,,231.34m2【69.98坪】,60 ％ / 200 ％ ,第一種中高住専,賃貸中,相談
586341lig,APT,1億620万円,8.00%,849.6 万円 / 70.8万円,1970年5月,木造2階建 総戸数 12戸,2階建,木造,12戸,JR横須賀線 総武線駅  徒歩6分 ,東京都品川区西大井二丁目,256.75m2 【77.66坪】, 所有権 ,,1R×12戸 ,,,231.34m2【69.98坪】,60 ％ / 200 ％ ,第一種中高住専,賃貸中,相談
586575cum,APT,1億620万円,8.00%,849.6 万円 / 70.8万円,1970年5月,木造2階建 総戸数 12戸,2階建,木造,12戸,JR横須賀線 西大井駅  徒歩6分 JR湘南新宿ライン 西大井駅  徒歩6分 ,東京都品川区西大井2,256.75m2 【77.66坪】, 所有権 ,,1R×12戸 ,,,231.34m2【69.98坪】1～ 2階 115.67m2,60 ％ / 200 ％ ,第一種中高住専,賃貸中,相談
5886506m3,APT,1億620万円,8.00%,849.6 万円 / 70.8万円,1970年5月,木造2階建 総戸数 12戸,2階建,木造,12戸,JR湘南新宿ライン 西大井駅  徒歩6分 ,東京都品川区西大井2丁目,256.75m2 【77.66坪】, 所有権 ,,1R×12戸 ,,,231.34m2【69.98坪】,60 ％ / 200 ％ ,第一種中高住専,賃貸中,相談
589117kkl,APT,1億620万円,8.00%,849.6 万円 / 70.8万円,1970年5月,木造2階建 総戸数 12戸,2階建,木造,12戸,JR横須賀線 西大井駅  徒歩6分 ,東京都品川区西大井2丁目,256.75m2 【77.66坪】, 所有権 ,,1R×12戸 ,,,231.67m2【70.08坪】,60 ％ / 200 ％ ,第一種中高住専,賃貸中,相談
589139nph,APT,1億620万円,8.00%,849.6 万円 / 70.8万円,1970年5月,木造2階建 総戸数 12戸,2階建,木造,12戸,JR横須賀線 西大井駅  徒歩6分 ,東京都品川区西大井2-14-13,256.75m2 【77.66坪】, 所有権 ,,1R×12戸 ,,,231.34m2【69.98坪】1階 115.67m2 ／ 2階 115.67m2,60 ％ / 200 ％ ,第一種中高住専,賃貸中,相談
595305kg9,APT,1億620万円,8.00%,849.6 万円 / 70.8万円,1970年5月,木造2階建,2階建,木造,---,JR湘南新宿ライン 西大井駅  徒歩6分 JR横須賀線 西大井駅  徒歩6分 ,東京都品川区西大井2丁目,256.75m2 【77.66坪】, 所有権 ,,1R×12戸 ,,,231.34m2【69.98坪】,60 ％ / 200 ％ ,第一種中高住専,賃貸中,相談
599823khn,APT,1億620万円,8.00%,849.6 万円 / 70.8万円,1970年5月,木造2階建 総戸数 12戸,2階建,木造,12戸,JR湘南新宿ライン 西大井駅  徒歩6分 JR横須賀線 西大井駅  徒歩6分 ,東京都品川区西大井2丁目,256.75m2 【77.66坪】, 所有権 ,,1R×12戸 ,,,231.34m2【69.98坪】,60 ％ / 200 ％ ,第一種中高住専,賃貸中,相談
603020t9p,APT,1億620万円,8.00%,849.6 万円 / 70.8万円,1970年5月,木造2階建 総戸数 12戸,2階建,木造,12戸,JR横須賀線 西大井駅  徒歩6分 ,東京都品川区西大井,256.75m2 【77.66坪】, 所有権 ,,1R×12戸 ,,,231.34m2【69.98坪】,60 ％ / 200 ％ ,第一種中高住専,賃貸中,相談
603092ia7,APT,1億620万円,8.00%,849.6 万円 / 70.8万円,1970年5月,木造2階建 総戸数 12戸,2階建,木造,12戸,JR横須賀線 西大井駅  徒歩6分 都営浅草線 馬込駅  徒歩16分 JR京浜東北線・根岸線 大森駅  徒歩16分 ,東京都品川区西大井2-14-13,256.67m2 【77.64坪】, 所有権 ,,1R×12戸 ,,,231.34m2【69.98坪】,60 ％ / 200 ％ ,第一種中高住専,賃貸中,相談
605007tbl,APT,1億620万円,8.00%,849.6 万円 / 70.8万円,1970年5月,木造2階建 総戸数 12戸,2階建,木造,12戸,JR総武線 西大井駅  徒歩6分 JR横須賀線 西大井駅  徒歩6分 ,東京都品川区西大井2丁目,256.75m2 【77.66坪】, 所有権 ,,1R×12戸 ,,,231.34m2【69.98坪】1階2階共115.67㎡,60 ％ / 200 ％ ,第二種低住専,賃貸中,完成後引渡し
562029q6w,BUL,1億850万円,7.63%,828.14 万円 / 69.0万円,1986年12月,鉄骨造3階建,3階建,S造,---,JR山手線 大崎駅  徒歩12分 東急大井町線 下神明駅  徒歩5分 ,東京都品川区西品川2丁目,175.42m2 【53.06坪】（※私道：0.0m2あり）, 所有権 ,,,,,283.37m2【85.71坪】,60 ％ / 200 ％ ,第一種住居,賃貸中,相談
594091imt,APT,"1億1,100万円",6.67%,740.4 万円 / 61.7万円,2002年7月,木造（スレート葺）2階建 総戸数 8戸,2階建,木造,8戸,JR湘南新宿ライン 西大井駅  徒歩5分 JR横須賀線 西大井駅  徒歩5分 ,東京都品川区西大井2-7-2,162.86m2 【49.26坪】, 所有権 ,,,,,145.90m2【44.13坪】,60 ％ / 200 ％ ,第一種中高住専,賃貸中（満室）,相談
582368yi3,APT,"1億1,500万円",7.00%,805 万円 / 67.1万円,2008年11月,木造2階建 総戸数 10戸,2階建,木造,10戸,東急池上線 荏原中延駅  徒歩5分 ,東京都品川区西中延二丁目,114.07m2 【34.50坪】, 所有権 ,,1R×10戸 1R（洋室 約6帖 全室ロフト付）×10部屋 ,,,135.39m2【40.95坪】,60 ％ / 200 ％ ,第一種住居,賃貸中,相談
5791480u6,APT,"1億2,000万円",6.34%,760.8 万円 / 63.4万円,2004年2月,鉄骨造2階建,2階建,S造,---,JR京浜東北線・根岸線 大森駅  徒歩11分 ,東京都品川区西大井,214.25m2 【64.81坪】, 所有権 ,,,,,192.30m2【58.17坪】,60 ％ / 200 ％ ,第一種中高住専,賃貸中,相談
591076xlk,APT,"1億2,000万円",6.30%,760.8 万円 / 63.4万円,2004年2月,軽量鉄骨2階建 総戸数 8戸,2階建,その他,8戸,JR京浜東北線・根岸線 大森駅  徒歩11分 JR横須賀線 西大井駅  徒歩11分 ,東京都品川区西大井3丁目,214.25m2 【64.81坪】, 所有権 ,,1K×8戸 ,,,192.30m2【58.17坪】,60 ％ / 200 ％ ,第一種中高住専,賃貸中,相談
595803qhp,APT,"1億2,000万円",6.34%,760.8 万円 / 63.4万円,2004年2月,鉄骨造2階建 総戸数 8戸,2階建,S造,8戸,JR京浜東北線・根岸線 大森駅  徒歩11分 JR横須賀線 西大井駅  徒歩11分 ,東京都品川区西大井3丁目,214.25m2 【64.81坪】（※私道：8.90m2あり）, 所有権 ,,1K×8戸 ,,,192.30m2【58.17坪】1階 96.15m2 ／ 2階 96.15m2,60 ％ / 150 ％ 容積率は前面道路幅員制限による。,第一種中高住専,賃貸中（満室）,相談
593350ihp,MAN,"1億2,800万円",7.26%,930 万円 / 77.5万円,1970年1月,鉄筋コンクリート造6階建 総戸数 9戸,6階建,RC造,9戸,JR京浜東北線・根岸線 大森駅  徒歩10分 JR京浜東北線・根岸線 大井町駅  徒歩13分 ,東京都品川区大井5,114.75m2 【34.71坪】, 所有権 ,,1R×5戸  事務所×3戸  倉庫×1戸 ,,,326.16m2【98.66坪】,60 ％ / 200 ％ ,第一種住居,賃貸中,相談
591559u6a,MAN,"1億3,400万円",7%,,1990年10月,鉄骨造5階建,5階建,S造,---,JR横須賀線 西大井駅  徒歩3分 ,東京都品川区西大井2丁目,87.86m2 【26.57坪】, 所有権 ,,,,,317.28m2【95.97坪】,80 ％ / 400 ％ ,近隣商業,賃貸中,相談
5987501jm,BUL,"1億3,500万円",6.50%,877.5 万円 / 73.1万円,1977年10月,鉄骨造5階建 総戸数 5戸,5階建,S造,5戸,都営浅草線 五反田駅  徒歩1分 JR山手線 五反田駅  徒歩2分 都営浅草線 高輪台駅  徒歩8分 ,東京都品川区東五反田1,47.37m2 【14.32坪】, 所有権 ,,店舗・事務所×4戸 住居×1戸 ,,,228.64m2【69.16坪】,80 ％ / 800 ％ ,商業,賃貸中,相談
573024ngw,APT,"1億5,000万円",5.08%,,2006年11月,鉄筋コンクリート造2階建,2階建,RC造,---,JR京浜東北線・根岸線 大森駅  徒歩7分 JR横須賀線 西大井駅  徒歩8分 ,東京都品川区大井7丁目,177.85m2 【53.80坪】, 所有権 ,,,,,205.98m2【62.30坪】,70 ％ / 150 ％ ,第一種低住専,賃貸中,相談
577263xgy,MAN,"1億5,000万円",4.72%,708.66 万円 / 59.1万円,2006年11月,鉄筋コンクリート造2階建 総戸数 8戸,2階建,RC造,8戸,JR京浜東北線・根岸線 大森駅  徒歩7分 JR横須賀線 西大井駅  徒歩8分 りんかい線 大井町駅  徒歩15分 ,東京都品川区大井7丁目,177.85m2 【53.80坪】, 所有権 ,,1R×8戸 ,,,205.98m2【62.30坪】,70 ％ / 150 ％ ,第一種低住専,賃貸中,相談
595807edb,APT,"1億5,000万円",4.72%,708.66 万円 / 59.1万円,2006年11月,鉄筋コンクリート造2階建 総戸数 8戸,2階建,RC造,8戸,JR京浜東北線・根岸線 大森駅  徒歩9分 ,東京都品川区大井7丁目,177.85m2 【53.80坪】（※私道：21.00m2あり）, 所有権 ,,1K×8戸 ,,,205.98m2【62.30坪】1階 102.99m2 ／ 2階 102.99,70 ％ / 150 ％ ,第一種低住専,賃貸中,相談
6063485mo,BUL,"1億8,000万円",6.70%,"1,200 万円 / 100.0万円",1989年6月,鉄筋コンクリート造4階建（地下 2階）,4階建,RC造,---,東急目黒線 不動前駅  徒歩6分 JR山手線 目黒駅  徒歩7分 南北線 目黒駅  徒歩7分 ,東京都品川区上大崎4丁目,165.28m2 【49.99坪】, 所有権 ,,,,,382.05m2【115.57坪】,60 ％ / 300 ％ ,第一種中高住専,賃貸中,即時
606608tus,BUL,"1億8,000万円",6.66%,"1,200 万円 / 100.0万円",1989年6月,鉄筋コンクリート造4階建（地下 2階）,4階建,RC造,---,東急目黒線 不動前駅  徒歩6分 JR山手線 目黒駅  徒歩7分 南北線 目黒駅  徒歩7分 ,東京都品川区上大崎4,142.87m2 【43.21坪】（※私道：22.41m2あり）, 所有権 ,,,,,382.05m2【115.57坪】,---- / ---- ,第一種中高住専,賃貸中（満室）,即時
5806290d7,BUL,"1億8,800万円",10.84%,"2,038.6 万円 / 169.9万円",1972年3月,鉄筋コンクリート造4階建（地下 1階） 総戸数 11戸,4階建,RC造,11戸,東急大井町線 戸越公園駅  徒歩1分 ,東京都品川区戸越5丁目,140.39m2 【42.46坪】, 所有権 ,,2DK×4戸  店舗×7戸 ,,,537.54m2【162.60坪】,80 ％ / 400 ％ ,近隣商業,賃貸中,相談
5863282gu,BUL,"1億8,800万円",10.84%,"2,038.5996 万円 / 169.9万円",1972年3月,鉄筋コンクリート造4階建（地下 1階） 総戸数 11戸,4階建,RC造,11戸,東急大井町線 戸越公園駅  徒歩1分 ,東京都品川区戸越5,140.39m2 【42.46坪】, 所有権 ,,,,,537.54m2【162.60坪】,80 ％ / 400 ％ ,近隣商業,賃貸中,相談
593561vjo,BUL,"1億8,800万円",10.84%,"2,038.5996 万円 / 169.9万円",1972年3月,鉄筋コンクリート造4階建（地下 1階） 総戸数 11戸,4階建,RC造,11戸,東急大井町線 戸越公園駅  徒歩1分 ,東京都品川区戸越5-18-6,140.39m2 【42.46坪】, 所有権 ,,,,,537.54m2【162.60坪】,80 ％ / 400 ％ ,近隣商業,賃貸中,相談
593320ut7,MAN,2億円,6.75%,"1,350 万円 / 112.5万円",1988年7月,鉄筋コンクリート造3階建 総戸数 20戸,3階建,RC造,20戸,東急池上線 荏原中延駅  徒歩6分 東急大井町線 旗の台駅  徒歩11分 東急池上線 旗の台駅  徒歩11分 ,東京都品川区西中延二丁目,263.9m2 【79.83坪】, 所有権 ,,1K×20戸 ,,,403.15m2【121.95坪】,60 ％ / 160 ％ ,第二種中高住専,賃貸中（満室）,相談
594802ke2,BUL,"2億3,800万円",,,1989年6月,鉄筋コンクリート造4階建（地下 2階）,4階建,RC造,---,東急目黒線 不動前駅  徒歩6分 JR山手線 目黒駅  徒歩7分 ,東京都品川区上大崎4,165.28m2 【49.99坪】, 所有権 ,,駐車場 4台,,,382.05m2【115.57坪】,60 ％ / 300 ％ ,第一種中高住専,空室,相談
5954184zv,BUL,"2億3,800万円",,,1989年6月,鉄筋コンクリート造4階建（地下 2階）,4階建,RC造,---,東急目黒線 不動前駅  徒歩6分 JR山手線 目黒駅  徒歩7分 南北線 目黒駅  徒歩7分 ,東京都品川区上大崎4-5-13,165.28m2 【49.99坪】（※私道：22.41m2あり）, 所有権 ,,,,,382.05m2【115.57坪】,60 ％ / 200 ％ ,第一種中高住専,空室,即時
5854583sh,MAN,"2億5,300万円",6.77%,"1,713.6 万円 / 142.8万円",1990年9月,鉄骨造4階建 総戸数 16戸,4階建,S造,16戸,東急大井町線 旗の台駅  徒歩2分 東急池上線 旗の台駅  徒歩2分 ,東京都品川区旗の台3丁目,254.58m2 【77.01坪】, 所有権 ,,1R×13戸  3LDK×1戸  店舗・事務所×2戸 ,,,525m2【158.81坪】,80 ％ / 300 ％ ,近隣商業,賃貸中（満室）,即時
5882155kx,MAN,"3億3,300万円",6.03%,"2,011.2 万円 / 167.6万円",1990年2月,鉄筋コンクリート造3階建（地下 1階） 総戸数 3戸,3階建,RC造,3戸,JR山手線 五反田駅  徒歩6分 都営浅草線 五反田駅  徒歩4分 ,東京都品川区東五反田3丁目,317.68m2 【96.09坪】, 所有権 ,,住居×3戸 ,,,772.39m2【233.64坪】,60 ％ / 300 ％ ,第一種住居,賃貸中,相談
588591dao,MAN,"3億3,300万円",6.09%,"2,011.2 万円 / 167.6万円",1990年3月,鉄筋コンクリート造3階建（地下 1階） 総戸数 3戸,3階建,RC造,3戸,JR山手線 五反田駅  徒歩6分 都営浅草線 五反田駅  徒歩4分 ,東京都品川区東五反田3-16-47,317.68m2 【96.09坪】, 所有権 ,,3LDK×3戸 駐車場 3台,,,772.39m2【233.64坪】,60 ％ / 300 ％ ,第一種住居,賃貸中,相談
588649joq,MAN,"3億3,300万円",6.09%,"2,011.26 万円 / 167.6万円",1990年2月,鉄筋コンクリート造3階建（地下 1階） 総戸数 3戸,3階建,RC造,3戸,都営浅草線 五反田駅  徒歩4分 JR山手線 五反田駅  徒歩6分 東急池上線 五反田駅  徒歩6分 ,東京都品川区東五反田3丁目,317.68m2 【96.09坪】, 所有権 ,,,,,772.39m2【233.64坪】,60 ％ / 300 ％ ,第一種住居,賃貸中,相談
591183djf,MAN,"3億3,300万円",6.03%,"2,011.2624 万円 / 167.6万円",1990年2月,鉄筋コンクリート造3階建（地下 1階） 総戸数 3戸,3階建,RC造,3戸,JR山手線 五反田駅  徒歩6分 都営浅草線 五反田駅  徒歩4分 ,東京都品川区東五反田3丁目,317.68m2 【96.09坪】, 所有権 ,,3LDK×3戸 ,,,772.39m2【233.64坪】,60 ％ / 300 ％ ,第一種住居,賃貸中,相談
600038f1u,ETC,"4億2,000万円",,,1992年4月,鉄筋コンクリート造2階建（地下 1階）,2階建,RC造,---,東急池上線 旗の台駅  徒歩5分 東急大井町線 旗の台駅  徒歩5分 ,東京都品川区旗の台6丁目,493.61m2 【149.31坪】, 所有権 ,,駐車場 3台,,,579.78m2【175.38坪】,60 ％ / 100 ％ ,第一種低住専,賃貸中,相談
596596gn7,ONE,680万円,9.35%,63.6 万円 / 5.3万円,1985年4月,鉄筋コンクリート造4/4階建（地下 1階） 総戸数 31戸,4/4階建,RC造,31戸,東急東横線 都立大学駅  徒歩4分 ,東京都目黒区中根1丁目,,所有権 ,12.08m2（バルコニー 2.19m2）,1R南西向き,"6,000円 / 5,000円",全部委託,,,,賃貸中,相談
598235iyq,ONE,700万円,8.57%,60 万円 / 5.0万円,1976年3月,鉄骨鉄筋コンクリート造3/9階建 総戸数 27戸,3/9階建,SRC造,27戸,東急東横線 中目黒駅  徒歩5分 ,東京都目黒区中目黒3丁目,, 定期賃借権,21.97m2（バルコニー 1.72m2）,1K北東向き,"4,800円 / 2,130円",自主管理,,,,空室,即時
596203yts,ONE,730万円,9.36%,68.4 万円 / 5.7万円,1984年8月,鉄筋コンクリート造1/4階建,1/4階建,RC造,---,JR山手線 目黒駅  徒歩8分 ,東京都目黒区下目黒2丁目,,所有権 ,9.96m2（バルコニー 1.08m2）,1R,"4,000円 / 0円",全部委託,,,,賃貸中,相談
600842o7g,ONE,740万円,,,1983年11月,鉄筋コンクリート造3/4階建,3/4階建,RC造,---,東急東横線 都立大学駅  徒歩8分 ,東京都目黒区柿の木坂1丁目,,,12.46m2（バルコニー 2m2）,1R,"4,300円 / 3,000円",全部委託,,,,空室,相談
5995700cl,ONE,780万円,9.53%,74.4 万円 / 6.2万円,1984年7月,鉄筋コンクリート造2/3階建 総戸数 22戸,2/3階建,RC造,22戸,東急東横線 都立大学駅  徒歩7分 ,東京都目黒区八雲1-10-21,,所有権 ,17.22m2（バルコニー なし）,1R東向き,"6,390円 / 5,100円",全部委託,,,,空室,即時
601088zn3,ONE,780万円,,,1983年7月,鉄筋コンクリート造2/3階建 総戸数 22戸,2/3階建,RC造,22戸,東急東横線 都立大学駅  徒歩7分 ,東京都目黒区八雲1-10-21,,所有権 ,15.35m2（バルコニー なし）,1R東向き,"6,390円 / 5,100円",全部委託,,,,空室,相談
605623wzi,ONE,780万円,9.69%,75.6 万円 / 6.3万円,1983年7月,鉄筋コンクリート造2/3階建,2/3階建,RC造,---,東急東横線 都立大学駅  徒歩7分 ,東京都目黒区八雲,,所有権 ,15.3m2（バルコニー 2m2）,1K,"6,390円 / 5,100円",全部委託,,,,空室,相談
599435zcs,ONE,795万円,9.05%,72 万円 / 6.0万円,1984年12月,鉄筋コンクリート造1/6階建 総戸数 61戸,1/6階建,RC造,61戸,東急東横線 祐天寺駅  徒歩3分 ,東京都目黒区祐天寺2-17-3,,所有権 ,14.46m2（バルコニー 1.22m2）,1R北東向き,"8,360円 / 3,040円",全部委託,,,,賃貸中,即時
592249sge,ONE,835万円,7.51%,63.84 万円 / 5.3万円,1984年3月,鉄筋コンクリート造1/5階建 総戸数 71戸,1/5階建,RC造,71戸,JR山手線 目黒駅  徒歩11分 東急目黒線 不動前駅  徒歩6分 ,東京都目黒区下目黒2丁目,,所有権 ,15.69m2（バルコニー 0.00m2）,1R,"4,000円 / 3,000円",全部委託,,,,賃貸中,相談
592588q04,ONE,850万円,6.94%,59 万円 / 4.9万円,1984年3月,鉄筋コンクリート造1/5階建 総戸数 71戸,1/5階建,RC造,71戸,JR山手線 目黒駅  徒歩10分 東急目黒線 不動前駅  徒歩5分 南北線 目黒駅  徒歩12分 ,東京都目黒区下目黒2-12-13,,所有権 ,15.69m2（バルコニー なし）,1R,"4,000円 / 3,000円",全部委託,,,,賃貸中,相談
603746xyk,ONE,860万円,8.37%,72 万円 / 6.0万円,1990年10月,鉄筋コンクリート造1/5階建 総戸数 71戸,1/5階建,RC造,71戸,東急東横線 学芸大学駅  徒歩9分 東急東横線 祐天寺駅  徒歩14分 日比谷線 中目黒駅  徒歩23分 ,東京都目黒区中央町1-4-3,,,16.51m2（バルコニー 2.1m2）,1K東南向き,"6,000円 / 3,000円",全部委託,,,,賃貸中,相談
584237p2p,ONE,890万円,9.44%,84 万円 / 7.0万円,1976年3月,鉄骨鉄筋コンクリート造2/9階建 総戸数 27戸,2/9階建,SRC造,27戸,東急東横線 中目黒駅  徒歩4分 日比谷線 中目黒駅  徒歩4分 ,東京都目黒区中目黒3丁目,, 旧法賃借権,21.97m2（バルコニー 1.72m2）,1R北東向き,"11,000円 / 0円",自主管理,,,,空室,相談
5865700wt,ONE,890万円,9.43%,84 万円 / 7.0万円,1984年7月,鉄骨鉄筋コンクリート造4/5階建 総戸数 60戸,4/5階建,SRC造,60戸,東急東横線 都立大学駅  徒歩2分 ,東京都目黒区平町1-22-17,,所有権 ,15.12m2（バルコニー なし）,1R,"8,000円 / 4,000円",全部委託,,,,賃貸中,相談
5808044ku,ONE,900万円,7.09%,63.84 万円 / 5.3万円,1984年3月,鉄筋コンクリート造1/5階建 総戸数 71戸,1/5階建,RC造,71戸,東急目黒線 不動前駅  徒歩5分 JR山手線 目黒駅  徒歩8分 東急目黒線 目黒駅  徒歩8分 ,東京都目黒区下目黒2丁目12-13,,所有権 ,17.50m2（バルコニー 1.9m2）,1R南向き,"4,000円 / 3,000円",全部委託,,,,賃貸中,相談
581387czu,ONE,900万円,7.09%,63.84 万円 / 5.3万円,1984年3月,鉄筋コンクリート造1/5階建 総戸数 71戸,1/5階建,RC造,71戸,JR山手線 目黒駅  徒歩8分 東急目黒線 不動前駅  徒歩6分 東急池上線 五反田駅  徒歩14分 ,東京都目黒区下目黒2-12-13,,所有権 ,13.55m2（バルコニー 1.90m2）,1R南向き,"4,000円 / 3,000円",全部委託,,,,賃貸中,相談
586905i58,ONE,900万円,8.13%,73.2 万円 / 6.1万円,1984年7月,鉄筋コンクリート造1/4階建,1/4階建,RC造,---,東急東横線 祐天寺駅  徒歩4分 ,東京都目黒区上目黒4-30-3,,所有権 ,14.57m2（バルコニー 2.83m2）,1R,"5,000円 / 3,000円",全部委託,,,,賃貸中,相談
592793dsm,ONE,900万円,7.09%,63.84 万円 / 5.3万円,1984年3月,鉄筋コンクリート造1/5階建 総戸数 71戸,1/5階建,RC造,71戸,東急目黒線 不動前駅  徒歩10分 ,東京都目黒区下目黒2丁目,,所有権 ,15.69m2（バルコニー 0.00m2）,1R南東向き,"4,000円 / 3,000円",全部委託,,,,賃貸中,相談
59480968v,ONE,900万円,8.13%,73.2 万円 / 6.1万円,1984年7月,鉄筋コンクリート造1/4階建 総戸数 71戸,1/4階建,RC造,71戸,東急東横線 祐天寺駅  徒歩4分 ,東京都目黒区上目黒4丁目,,所有権 ,14.57m2（バルコニー 2.83m2）,1R,"5,000円 / 3,000円",全部委託,,,,賃貸中,相談
605814osr,ONE,900万円,6.56%,59.04 万円 / 4.9万円,1984年3月,鉄筋コンクリート造1/5階建 総戸数 71戸,1/5階建,RC造,71戸,JR山手線 目黒駅  徒歩10分 東急目黒線 不動前駅  徒歩6分 ,東京都目黒区下目黒2-12-13,,所有権 ,15.69m2（バルコニー なし）,1R東南向き,"4,000円 / 3,000円",全部委託,,,,賃貸中,相談
578904rc3,ONE,920万円,9.13%,84 万円 / 7.0万円,1984年3月,鉄筋コンクリート造2/4階建 総戸数 38戸,2/4階建,RC造,38戸,東急東横線 学芸大駅  徒歩13分 ,東京都目黒区目黒本町1-1-21,,所有権 ,22.10m2（バルコニー 2m2）,1K,"7,315円 / 3,510円",全部委託,,,,賃貸中,相談
592540fmn,ONE,950万円,7.83%,74.4 万円 / 6.2万円,1985年11月,鉄筋コンクリート造3/7階建 総戸数 55戸,3/7階建,RC造,55戸,東急東横線 都立大学駅  徒歩10分 東急東横線 学芸大学駅  徒歩11分 ,東京都目黒区碑文谷5-29-8,,所有権 ,16.5m2（バルコニー 3m2）,1R東向き,"5,080円 / 2,820円",全部委託,,,,賃貸中,相談
598306mk2,ONE,950万円,7.83%,74.4 万円 / 6.2万円,1985年11月,鉄筋コンクリート造3/7階建 総戸数 55戸,3/7階建,RC造,55戸,東急東横線 都立大学駅  徒歩10分 東急東横線 学芸大学駅  徒歩11分 ,東京都目黒区碑文谷5-29-8,,所有権 ,16.5m2（バルコニー 3m2）,1K東向き,"5,080円 / 2,820円",全部委託,,,,賃貸中,相談
603051ltw,ONE,980万円,9.55%,93.6 万円 / 7.8万円,1986年7月,鉄筋コンクリート造5/5階建 総戸数 35戸,5/5階建,RC造,35戸,東急東横線 祐天寺駅  徒歩4分 日比谷線 中目黒駅  徒歩14分 東急田園都市線 池尻大橋駅  徒歩20分 ,東京都目黒区上目黒4-30-2,,所有権 ,15.39m2（バルコニー 2.7m2）,1K東南向き,"4,800円 / 960円",全部委託,,,,空室,相談
578368mez,ONE,"1,000万円",8.40%,84 万円 / 7.0万円,1975年12月,鉄骨鉄筋コンクリート造3/7階建 総戸数 25戸,3/7階建,SRC造,25戸,JR山手線 目黒駅  徒歩19分 ,東京都目黒区下目黒6丁目,,所有権 ,24.36m2（バルコニー なし）,1R北西向き,"10,140円 / 6,739円",全部委託,,,,賃貸中,相談
597678sxb,ONE,"1,000万円",8.40%,84 万円 / 7.0万円,1975年12月,鉄骨鉄筋コンクリート造3/7階建 総戸数 25戸,3/7階建,SRC造,25戸,JR山手線 目黒駅  徒歩19分 東急東横線 祐天寺駅  徒歩20分 ,東京都目黒区下目黒6-1-24,,所有権 ,24.36m2（バルコニー なし）,1R,"10,140円 / 6,739円",全部委託,,,,賃貸中,相談
