distinction_id,property_flg,price,yield,income,built_date,building_structure,rank,struture_flg,total_units,access,address,land_area,land_rights,footprint_square,plan,management_fee,management_flg,building_area,ratio,use_districts,current_state,delivery_time
604638rvq,ONE,850万円,11.88%,101 万円 / 8.4万円,1983年4月,鉄骨鉄筋コンクリート造5/10階建 総戸数 77戸,5/10階建,SRC造,77戸,JR山手線 秋葉原駅  徒歩9分 銀座線 末広町駅  徒歩3分 ,東京都千代田区外神田,,旧法借地権 ,19.7m2（バルコニー 2.6m2）,1R西向き,"6,200円 / 3,720円",全部委託,,,,空室,相談
596713zl5,ONE,950万円,8.21%,78 万円 / 6.5万円,1981年10月,鉄骨鉄筋コンクリート造1/8階建 総戸数 77戸,1/8階建,SRC造,77戸,JR中央線 市ヶ谷駅  徒歩7分 東西線 九段下駅  徒歩11分 ,東京都千代田区九段南3-8-2,,所有権 ,15.83m2（バルコニー 1.8m2）,1R北向き,"7,600円 / 3,800円",全部委託,,,,賃貸中,相談
589134xeb,ONE,"1,000万円",8.40%,84 万円 / 7.0万円,1980年2月,鉄骨鉄筋コンクリート造3/9階建 総戸数 120戸,3/9階建,SRC造,120戸,都営新宿線 九段下駅  徒歩2分 東西線 九段下駅  徒歩2分 ,東京都千代田区九段北一丁目,,所有権 ,18.58m2（バルコニー 3.59m2）,1R東向き,"5,830円 / 5,390円",全部委託,,,,賃貸中,相談
582356zc5,ONE,"1,008万円",7.50%,75.6 万円 / 6.3万円,1981年2月,鉄筋コンクリート造8/10階建 総戸数 43戸,8/10階建,RC造,43戸,半蔵門線 九段下駅  徒歩3分 ,東京都千代田区神田神保町3丁目,,所有権 ,16.2m2（バルコニー 2.90m2）,1K南向き,"9,422円 / 1,714円",全部委託,,,,賃貸中,相談
582571x5s,ONE,"1,008万円",8.03%,81 万円 / 6.8万円,1981年2月,鉄骨鉄筋コンクリート造8/10階建 総戸数 43戸,8/10階建,SRC造,43戸,半蔵門線 九段下駅  徒歩3分 ,東京都千代田区神田神保町3-23-3,,所有権 ,16.23m2（バルコニー 2.90m2）,1R北西向き,"9,422円 / 1,714円",一部委託,,,,賃貸中,相談
588718fee,ONE,"1,180万円",7.11%,84 万円 / 7.0万円,1982年6月,鉄筋コンクリート造3/9階建 総戸数 57戸,3/9階建,RC造,57戸,半蔵門線 半蔵門駅  徒歩3分 有楽町線 永田町駅  徒歩7分 有楽町線 麹町駅  徒歩7分 ,東京都千代田区平河町1-9-8,,所有権 ,19.14m2（バルコニー 2.38m2）,1R北向き,"9,200円 / 3,620円",全部委託,,,,賃貸中,相談
606558xqg,ONE,"1,180万円",7.11%,84 万円 / 7.0万円,1982年6月,鉄骨鉄筋コンクリート造3/9階建（地下 1階） 総戸数 57戸,3/9階建,SRC造,57戸,半蔵門線 半蔵門駅  徒歩3分 有楽町線 麹町駅  徒歩7分 有楽町線 永田町駅  徒歩7分 ,東京都千代田区平河町1-9-8,,所有権 ,19.14m2（バルコニー 2.38m2）,1K北向き,"9,200円 / 3,620円",全部委託,,,,賃貸中,相談
583514fgu,ONE,"1,200万円",7.00%,84 万円 / 7.0万円,1979年4月,鉄骨鉄筋コンクリート造8/11階建 総戸数 21戸,8/11階建,SRC造,21戸,JR中央線 神田駅  徒歩5分 丸ノ内線 淡路町駅  徒歩5分 都営新宿線 小川町駅  徒歩5分 ,東京都千代田区内神田一丁目,,所有権 ,17.05m2（バルコニー 2.5m2）,1R北西向き,"7,400円 / 4,200円",全部委託,,,,賃貸中,相談
588502zkw,ONE,"1,200万円",7.00%,84 万円 / 7.0万円,1982年6月,鉄骨鉄筋コンクリート造3/9階建 総戸数 57戸,3/9階建,SRC造,57戸,半蔵門線 半蔵門駅  徒歩3分 有楽町線 永田町駅  徒歩7分 有楽町線 麹町駅  徒歩7分 ,東京都千代田区平河町1-9-8,,所有権 ,19.14m2（バルコニー 2.38m2）,1K,"9,200円 / 3,620円",全部委託,,,,賃貸中,相談
5888744qd,ONE,"1,250万円",7.58%,94.8 万円 / 7.9万円,1975年5月,鉄骨鉄筋コンクリート造6/9階建 総戸数 121戸,6/9階建,SRC造,121戸,JR中央線本線 御茶ノ水駅  徒歩5分 丸ノ内線 御茶ノ水駅  徒歩6分 千代田線 新御茶ノ水駅  徒歩7分 ,東京都千代田区神田駿河台1丁目,,所有権 ,18.86m2（バルコニー 4.50m2）,1R北西向き,"8,900円 / 4,680円",全部委託,,,,賃貸中,相談
607268s35,ONE,"1,400万円",6.68%,93.6 万円 / 7.8万円,1985年8月,鉄骨鉄筋コンクリート造6/11階建 総戸数 57戸,6/11階建,SRC造,57戸,半蔵門線 九段下駅  徒歩3分 JR中央線 水道橋駅  徒歩7分 ,東京都千代田区九段北1-9-14,,所有権 ,20.81m2（バルコニー 3.3m2）,1R東向き,"8,600円 / 4,800円",全部委託,,,,賃貸中,相談
597291rsy,ONE,"1,480万円",7.70%,,1980年2月,鉄骨鉄筋コンクリート造3/9階建 総戸数 120戸,3/9階建,SRC造,120戸,半蔵門線 九段下駅  徒歩2分 都営三田線 神保町駅  徒歩11分 JR中央線 水道橋駅  徒歩10分 ,東京都千代田区九段北1-5-5,,所有権 ,18.58m2（バルコニー 3.59m2）,1K東向き,"5,830円 / 5,390円",全部委託,,,,空室,相談
582018chu,ONE,"1,500万円",7.20%,108 万円 / 9.0万円,1985年11月,鉄骨鉄筋コンクリート造6/7階建 総戸数 48戸,6/7階建,SRC造,48戸,JR中央線 市ヶ谷駅  徒歩5分 都営新宿線 市ヶ谷駅  徒歩5分 南北線 市ヶ谷駅  徒歩5分 ,東京都千代田区三番町20,,所有権 ,23.35m2（バルコニー 4m2）,1R北向き,"11,600円 / 5,370円",全部委託,,,,賃貸中,相談
582447t9k,ONE,"1,500万円",6.40%,96 万円 / 8.0万円,1985年8月,鉄骨鉄筋コンクリート造8/10階建（地下 1階） 総戸数 69戸,8/10階建,SRC造,69戸,JR総武線 市ヶ谷駅  徒歩5分 有楽町線 市ヶ谷駅  徒歩5分 都営新宿線 市ヶ谷駅  徒歩2分 ,東京都千代田区九段南4-6-1,,所有権 ,21.40m2（バルコニー 3.83m2）,1R北向き,"5,980円 / 2,400円",全部委託,,,,賃貸中,相談
597691wth,ONE,"1,500万円",7.20%,108 万円 / 9.0万円,1980年4月,鉄筋コンクリート造2/8階建 総戸数 19戸,2/8階建,RC造,19戸,半蔵門線 半蔵門駅  徒歩2分 南北線 永田町駅  徒歩8分 有楽町線 麹町駅  徒歩5分 ,東京都千代田区平河町1-7-2,,所有権 ,26.40m2（バルコニー 3m2）,1R北向き,"7,313円 / 4,260円",全部委託,,,,賃貸中,即時
598315dre,ONE,"1,500万円",6.40%,96 万円 / 8.0万円,1985年8月,鉄骨鉄筋コンクリート造8/10階建（地下 1階） 総戸数 69戸,8/10階建,SRC造,69戸,都営新宿線 市ヶ谷駅  徒歩2分 JR総武線 市ヶ谷駅  徒歩5分 有楽町線 市ヶ谷駅  徒歩5分 ,東京都千代田区九段南4-6-1,,所有権 ,21.40m2（バルコニー 3.83m2）,1R北向き,"5,980円 / 2,400円",全部委託,,,,賃貸中,相談
601630w85,ONE,"1,500万円",6.40%,96 万円 / 8.0万円,1985年8月,鉄骨鉄筋コンクリート造8/10階建（地下 1階） 総戸数 69戸,8/10階建,SRC造,69戸,都営新宿線 市ヶ谷駅  徒歩2分 JR総武線 市ヶ谷駅  徒歩5分 ,東京都千代田区九段南4-6-1,,所有権 ,21.4m2（バルコニー 3.83m2）,1R北向き,"5,980円 / 2,400円",全部委託,,,,賃貸中,相談
6042348zm,ONE,"1,500万円",7.20%,108 万円 / 9.0万円,1980年4月,鉄筋コンクリート造2/8階建 総戸数 19戸,2/8階建,RC造,19戸,半蔵門線 半蔵門駅  徒歩2分 有楽町線 永田町駅  徒歩8分 有楽町線 麹町駅  徒歩5分 ,東京都千代田区平河町1-7-2,,所有権 ,26.40m2（バルコニー 3.00m2）,1R北西向き,"7,313円 / 4,260円",全部委託,,,,賃貸中,相談
582141a9d,ONE,"1,530万円",6.50%,99.6 万円 / 8.3万円,2005年6月,鉄筋コンクリート造1/9階建 総戸数 26戸,1/9階建,RC造,26戸,JR総武線 水道橋駅  徒歩5分 都営三田線 水道橋駅  徒歩5分 ,東京都千代田区三崎町3丁目,,所有権 ,22.68m2（バルコニー なし）,1K北向き,"9,445円 / 4,310円",全部委託,,,,空室,相談
588766wpp,ONE,"1,600万円",6.00%,96 万円 / 8.0万円,2001年9月,鉄骨鉄筋コンクリート造3/12階建 総戸数 32戸,3/12階建,SRC造,32戸,JR山手線 秋葉原駅  徒歩6分 JR総武線 浅草橋駅  徒歩6分 都営新宿線 岩本町駅  徒歩7分 ,東京都千代田区神田佐久間町4丁目,,所有権 ,20m2（バルコニー 2.02m2）,1K東向き,"9,000円 / 1,800円",全部委託,,,,賃貸中,相談
580282c2m,ONE,"1,640万円",6.43%,105.6 万円 / 8.8万円,2002年8月,鉄骨鉄筋コンクリート造9/13階建 総戸数 47戸,9/13階建,SRC造,47戸,JR総武線 浅草橋駅  徒歩3分 JR山手線 秋葉原駅  徒歩7分 ,東京都千代田区東神田3丁目,,所有権 ,25.83m2（バルコニー なし）,1K北東向き,"8,300円 / 5,050円",全部委託,,,,賃貸中,相談
584586mf2,TPO,"1,680万円",7.49%,125.89 万円 / 10.5万円,1974年8月,鉄筋コンクリート造2/6階建 総戸数 6戸,2/6階建,RC造,6戸,銀座線 神田駅  徒歩1分 JR山手線 神田駅  徒歩3分 JR総武線 秋葉原駅  徒歩8分 ,東京都千代田区神田須田町1-34-8,,所有権 ,35.64m2（バルコニー なし）,事務所,"7,000円 / 0円",自主管理,,,,賃貸中,相談
5988467m0,ONE,"1,680万円",,,1997年11月,鉄筋コンクリート造4/12階建 総戸数 42戸,4/12階建,RC造,42戸,東西線 九段下駅  徒歩2分 ,東京都千代田区神田神保町3丁目,,所有権 ,22.35m2（バルコニー 2.69m2）,1R西向き,"7,700円 / 7,150円",全部委託,,,,賃貸中,相談
5820520wu,ONE,"1,700万円",6.00%,102 万円 / 8.5万円,1997年12月,鉄骨鉄筋コンクリート造4/12階建 総戸数 42戸,4/12階建,SRC造,42戸,都営新宿線 九段下駅  徒歩2分 都営三田線 神保町駅  徒歩3分 ,東京都千代田区神田神保町3丁目,,所有権 ,22.75m2（バルコニー 3m2）,1K西向き,"11,700円 / 0円",全部委託,,,,賃貸中,相談
593140ot2,ONE,"1,750万円",6.03%,105.6 万円 / 8.8万円,2005年3月,鉄筋コンクリート造11/11階建 総戸数 41戸,11/11階建,RC造,41戸,千代田線 湯島駅  徒歩2分 銀座線 末広町駅  徒歩4分 ,東京都千代田区外神田6丁目,,所有権 ,24.33m2（バルコニー 2.44m2）,1K西向き,"7,790円 / 2,340円",全部委託,,,,賃貸中,相談
582639atq,ONE,"1,780万円",6.33%,112.8 万円 / 9.4万円,2005年8月,鉄骨鉄筋コンクリート造7/13階建 総戸数 48戸,7/13階建,SRC造,48戸,JR山手線 神田駅  徒歩5分 銀座線 神田駅  徒歩5分 都営新宿線 岩本町駅  徒歩3分 ,東京都千代田区神田東紺屋町28,,所有権 ,22.09m2（バルコニー 1.75m2）,1K,"9,100円 / 1,600円",全部委託,,,,賃貸中,相談
602599snp,ONE,"1,780万円",6.06%,108 万円 / 9.0万円,1998年8月,鉄筋コンクリート造3/7階建 総戸数 37戸,3/7階建,RC造,37戸,JR総武線 市ケ谷駅  徒歩7分 都営新宿線 市ケ谷駅  徒歩5分 ,東京都千代田区九段北4丁目,,所有権 ,22.17m2（バルコニー 4.32m2）,1K西向き,"6,820円 / 5,520円",全部委託,,,,賃貸中,相談
5963181a3,ONE,"1,790万円",5.83%,104.4 万円 / 8.7万円,2004年11月,鉄骨鉄筋コンクリート造9/12階建（地下 1階） 総戸数 65戸,9/12階建,SRC造,65戸,都営新宿線 岩本町駅  徒歩1分 JR山手線 秋葉原駅  徒歩4分 ,東京都千代田区岩本町3丁目,,所有権 ,22.75m2（バルコニー 2.34m2）,1K北向き,"6,830円 / 4,780円",全部委託,,,,賃貸中,相談
594590xle,ONE,"1,800万円",5.86%,105.6 万円 / 8.8万円,1997年11月,鉄骨鉄筋コンクリート造10/12階建 総戸数 42戸,10/12階建,SRC造,42戸,半蔵門線 九段下駅  徒歩2分 東西線 九段下駅  徒歩2分 都営新宿線 九段下駅  徒歩2分 ,東京都千代田区神田神保町3丁目,,所有権 ,22.35m2（バルコニー 3.44m2）,1K西向き,"7,700円 / 7,150円",全部委託,,,,賃貸中,相談
602729zha,ONE,"1,800万円",6.00%,108 万円 / 9.0万円,2004年12月,鉄骨鉄筋コンクリート造8/12階建 総戸数 65戸,8/12階建,SRC造,65戸,都営新宿線 岩本町駅  徒歩1分 JR山手線 秋葉原駅  徒歩7分 ,東京都千代田区岩本町,,所有権 ,22.61m2（バルコニー 2.34m2）,1K北向き,"6,780円 / 4,750円",全部委託,,,,賃貸中,相談
604415n9o,ONE,"1,850万円",5.51%,102 万円 / 8.5万円,1985年5月,鉄骨鉄筋コンクリート造3/10階建 総戸数 49戸,3/10階建,SRC造,49戸,東西線 飯田橋駅  徒歩5分 ,東京都千代田区富士見1-5-1,,所有権 ,29.48m2（バルコニー なし）,1R,"13,000円 / 0円",全部委託,,,,賃貸中,即時
606634asu,ONE,"1,860万円",5.67%,105.6 万円 / 8.8万円,2005年9月,鉄筋コンクリート造8/13階建 総戸数 33戸,8/13階建,RC造,33戸,JR総武線 馬喰町駅  徒歩4分 ,東京都千代田区東神田2丁目,,所有権 ,22.83m2（バルコニー 3.45m2）,1R,"7,500円 / 1,300円",全部委託,,,,賃貸中,相談
606285mih,ONE,"1,870万円",5.45%,102 万円 / 8.5万円,2005年8月,鉄骨鉄筋コンクリート造4/13階建 総戸数 48戸,4/13階建,SRC造,48戸,JR山手線 神田駅  徒歩5分 ,東京都千代田区神田東紺屋町,,所有権 ,22.14m2（バルコニー 1.62m2）,1K,"9,100円 / 1,600円",全部委託,,,,賃貸中,相談
596872eb5,ONE,"1,880万円",5.68%,106.8 万円 / 8.9万円,2004年12月,鉄骨鉄筋コンクリート造8/12階建 総戸数 65戸,8/12階建,SRC造,65戸,JR山手線 秋葉原駅  徒歩7分 都営新宿線 岩本町駅  徒歩1分 ,東京都千代田区岩本町3-2-2,,所有権 ,22.61m2（バルコニー 2.34m2）,1K,"6,780円 / 4,750円",全部委託,,,,賃貸中,相談
598446zcc,ONE,"1,880万円",5.74%,108 万円 / 9.0万円,2004年12月,鉄骨鉄筋コンクリート造8/12階建 総戸数 65戸,8/12階建,SRC造,65戸,都営新宿線 岩本町駅  徒歩1分 JR山手線 秋葉原駅  徒歩7分 ,東京都千代田区岩本町3丁目,,所有権 ,22.61m2（バルコニー 2.34m2）,1K,"6,780円 / 4,750円",全部委託,,,,賃貸中,相談
4015397e5,TPO,"1,950万円",,,1975年5月,鉄骨鉄筋コンクリート造5/9階建（地下 1階） 総戸数 121戸,5/9階建,SRC造,121戸,JR総武線 御茶ノ水駅  徒歩5分 千代田線 新御茶ノ水駅  徒歩7分 ,東京都千代田区神田駿河台1丁目,,所有権 ,23.84m2（バルコニー 2.4m2）,1DK南東向き,"11,200円 / 11,960円",全部委託,,,,賃貸中,相談
594773lkq,ONE,"1,950万円",5.53%,108 万円 / 9.0万円,2004年12月,鉄骨鉄筋コンクリート造8/12階建 総戸数 65戸,8/12階建,SRC造,65戸,都営新宿線 岩本町駅  徒歩7分 JR山手線 秋葉原駅  徒歩7分 ,東京都千代田区岩本町3丁目,,所有権 ,22.61m2（バルコニー 2.34m2）,1K,"6,780円 / 4,750円",全部委託,,,,賃貸中,相談
606275r1m,ONE,"2,000万円",,,2002年8月,鉄骨鉄筋コンクリート造5/13階建 総戸数 47戸,5/13階建,SRC造,47戸,都営浅草線 浅草橋駅  徒歩3分 JR総武線 浅草橋駅  徒歩2分 ,東京都千代田区東神田,,所有権 ,25.83m2（バルコニー 3.22m2）,1K,"8,300円 / 5,050円",全部委託,,,,賃貸中,相談
6065675rq,ONE,"2,050万円",5.67%,116.4 万円 / 9.7万円,2004年2月,鉄筋コンクリート造8/10階建 総戸数 34戸,8/10階建,RC造,34戸,都営新宿線 岩本町駅  徒歩1分 日比谷線 秋葉原駅  徒歩4分 JR山手線 秋葉原駅  徒歩4分 ,東京都千代田区神田須田町2-13-10,,所有権 ,25.52m2（バルコニー 2.31m2）,1K南向き,"8,000円 / 5,920円",全部委託,,,,賃貸中,相談
584050hpy,ONE,"2,100万円",6.00%,126 万円 / 10.5万円,1981年2月,鉄骨鉄筋コンクリート造3/8階建（地下 1階） 総戸数 26戸,3/8階建,SRC造,26戸,半蔵門線 半蔵門駅  徒歩2分 有楽町線 麹町駅  徒歩4分 JR中央線 四谷駅  徒歩13分 ,東京都千代田区麹町2-5-3,,所有権 ,30.18m2（バルコニー 3.68m2）,1LDK北向き,"12,720円 / 3,920円",全部委託,,,,賃貸中,相談
598334y2l,ONE,"2,100万円",6.00%,126 万円 / 10.5万円,1981年2月,鉄骨鉄筋コンクリート造3/8階建（地下 1階） 総戸数 26戸,3/8階建,SRC造,26戸,半蔵門線 半蔵門駅  徒歩2分 有楽町線 麹町駅  徒歩4分 JR中央線 四ツ谷駅  徒歩13分 ,東京都千代田区麹町2-5-3,,所有権 ,30.18m2（バルコニー 3.68m2）,1LDK北向き,"12,720円 / 3,920円",全部委託,,,,賃貸中,相談
599171jse,ONE,"2,100万円",6.00%,126 万円 / 10.5万円,1981年2月,鉄骨鉄筋コンクリート造3/8階建（地下 1階）,3/8階建,SRC造,---,半蔵門線 半蔵門駅  徒歩2分 有楽町線 麹町駅  徒歩4分 JR中央線 四ツ谷駅  徒歩13分 ,東京都千代田区麹町2,,所有権 ,30.18m2（バルコニー 3.68m2）,1LDK北向き,"12,720円 / 3,920円",全部委託,,,,賃貸中,相談
605512oml,ONE,"2,180万円",4.89%,106.8 万円 / 8.9万円,2006年4月,鉄筋コンクリート造3/10階建 総戸数 49戸,3/10階建,RC造,49戸,JR総武線 浅草橋駅  徒歩1分 都営浅草線 浅草橋駅  徒歩7分 JR山手線 秋葉原駅  徒歩6分 ,東京都千代田区東神田3-6-6,,所有権 ,23.69m2（バルコニー 5.46m2）,1K北向き,"6,070円 / 1,190円",全部委託,,,,賃貸中,相談
606628u6l,ONE,"2,180万円",5.05%,110.136 万円 / 9.2万円,2007年3月,鉄骨鉄筋コンクリート造8/12階建 総戸数 19戸,8/12階建,SRC造,19戸,丸ノ内線 大手町駅  徒歩5分 JR山手線 神田駅  徒歩7分 ,東京都千代田区内神田1丁目,,所有権 ,22.23m2（バルコニー 2.37m2）,1K北西向き,"13,220円 / 2,330円",全部委託,,,,賃貸中,相談
605588mbx,ONE,"2,280万円",,,2003年2月,鉄骨造2/6階建 総戸数 17戸,2/6階建,S造,17戸,JR総武線 御茶ノ水駅  徒歩6分 JR山手線 秋葉原駅  徒歩6分 銀座線 末広町駅  徒歩5分 ,東京都千代田区外神田2丁目8-4,,所有権 ,30.87m2（バルコニー 4.08m2）,1R西向き,"11,800円 / 9,940円",全部委託,,,,居住中,相談
599918tvy,ONE,"2,300万円",5.35%,123.12 万円 / 10.3万円,2006年10月,鉄筋コンクリート造3/14階建（地下 1階） 総戸数 60戸,3/14階建,RC造,60戸,日比谷線 小伝馬町駅  徒歩4分 都営新宿線 岩本町駅  徒歩5分 JR山手線 秋葉原駅  徒歩9分 ,東京都千代田区岩本町2-18-17,,所有権 ,27.21m2（バルコニー 3.88m2）,1K北西向き,"9,940円 / 0円",全部委託,,,,賃貸中,相談
599947pvz,ONE,"2,300万円",5.45%,125.4 万円 / 10.5万円,2006年10月,鉄筋コンクリート造8/14階建（地下 1階） 総戸数 60戸,8/14階建,RC造,60戸,日比谷線 小伝馬町駅  徒歩4分 都営新宿線 岩本町駅  徒歩5分 JR山手線 秋葉原駅  徒歩9分 ,東京都千代田区岩本町2-18-17,,所有権 ,26.94m2（バルコニー 3.88m2）,1K北西向き,"9,800円 / 0円",全部委託,,,,賃貸中,相談
579445b0h,ONE,"2,390万円",6.02%,144.072 万円 / 12.0万円,2008年8月,鉄筋コンクリート造4/15階建 総戸数 54戸,4/15階建,RC造,54戸,JR総武線 浅草橋駅  徒歩4分 日比谷線 秋葉原駅  徒歩6分 JR山手線 秋葉原駅  徒歩7分 ,東京都千代田区神田佐久間町4丁目,,所有権 ,32.65m2（バルコニー 6.20m2）,1K東向き,"9,700円 / 2,090円",全部委託,,,,賃貸中,相談
592490wab,ONE,"2,430万円",5.90%,143.4 万円 / 12.0万円,2008年8月,鉄筋コンクリート造4/15階建 総戸数 55戸,4/15階建,RC造,55戸,JR山手線 秋葉原駅  徒歩7分 ,東京都千代田区神田佐久間町4丁目,,所有権 ,32.65m2（バルコニー 6.20m2）,1K東向き,"10,393円 / 2,090円",全部委託,,,,賃貸中,即時
581169ucs,ONE,"2,480万円",6.19%,153.6 万円 / 12.8万円,2008年8月,鉄筋コンクリート造13/15階建 総戸数 55戸,13/15階建,RC造,55戸,JR総武線 浅草橋駅  徒歩4分 日比谷線 秋葉原駅  徒歩6分 JR山手線 秋葉原駅  徒歩7分 ,東京都千代田区神田佐久間町4-15-1,,所有権 ,32.65m2（バルコニー 6.20m2）,1K東向き,"9,700円 / 2,090円",全部委託,,,,賃貸中,相談
594896ut5,ONE,"2,590万円",5.46%,141.6 万円 / 11.8万円,2005年11月,鉄筋コンクリート造11/13階建 総戸数 25戸,11/13階建,RC造,25戸,日比谷線 小伝馬町駅  徒歩5分 JR山手線 神田駅  徒歩7分 都営新宿線 岩本町駅  徒歩5分 ,東京都千代田区神田岩本町2丁目,,所有権 ,31.62m2（バルコニー 4.96m2）,1R北西向き,"8,100円 / 8,060円",全部委託,,,,賃貸中,相談
604680f9c,ONE,"2,790万円",5.20%,145.08 万円 / 12.1万円,2004年7月,鉄筋コンクリート造6/8階建 総戸数 33戸,6/8階建,RC造,33戸,丸ノ内線 淡路町駅  徒歩2分 都営新宿線 小川町駅  徒歩2分 JR山手線 秋葉原駅  徒歩5分 ,東京都千代田区神田須田町1丁目,,所有権 ,36.88m2（バルコニー 4.22m2）,2DK南西向き,"15,800円 / 4,000円",全部委託,,,,賃貸中,相談
601192xwf,ONE,"2,980万円",,,2007年12月,鉄筋コンクリート造9/9階建 総戸数 36戸,9/9階建,RC造,36戸,JR山手線 秋葉原駅  徒歩7分 都営新宿線 岩本町駅  徒歩4分 ,東京都千代田区岩本町2丁目,,所有権 ,34.99m2（バルコニー 3.43m2）,1DK南西向き,"10,800円 / 2,800円",全部委託,,,,空室,相談
59989895p,ONE,"3,200万円",5.70%,182.4 万円 / 15.2万円,2006年10月,鉄筋コンクリート造12/14階建（地下 1階） 総戸数 60戸,12/14階建,RC造,60戸,日比谷線 小伝馬町駅  徒歩4分 都営新宿線 岩本町駅  徒歩5分 JR山手線 秋葉原駅  徒歩9分 ,東京都千代田区岩本町2-18-17,,所有権 ,40.32m2（バルコニー 5.84m2）,1LDK北西向き,"14,700円 / 0円",全部委託,,,,賃貸中,相談
599429tdg,ONE,"3,700万円",4.37%,162 万円 / 13.5万円,2007年10月,鉄筋コンクリート造7/14階建 総戸数 22戸,7/14階建,RC造,22戸,半蔵門線 大手町駅  徒歩6分 東西線 竹橋駅  徒歩5分 都営新宿線 小川町駅  徒歩6分 ,東京都千代田区神田錦町1-13,,所有権 ,31.22m2（バルコニー 1.95m2）,1K西向き,"8,100円 / 1,900円",全部委託,,,,賃貸中,相談
591875jpx,TPO,"3,880万円",8.17%,317.31 万円 / 26.4万円,1980年2月,鉄骨鉄筋コンクリート造1/9階建 総戸数 120戸,1/9階建,SRC造,120戸,東西線 九段下駅  徒歩2分 JR中央線 水道橋駅  徒歩9分 ,東京都千代田区九段北1-5-5,,所有権 ,26.94m2（バルコニー なし）,店舗,"8,450円 / 7,830円",全部委託,,,,賃貸中,相談
600323t7m,TPO,"3,900万円",9.10%,355.1 万円 / 29.6万円,1986年12月,鉄筋コンクリート造8/8階建（地下 1階） 総戸数 11戸,8/8階建,RC造,11戸,JR総武線 市ヶ谷駅  徒歩3分 半蔵門線 半蔵門駅  徒歩9分 都営新宿線 市ヶ谷駅  徒歩1分 ,東京都千代田区九段南4-7-16,,所有権 敷地権,59.91m2（バルコニー なし）,事務所,"27,200円 / 18,200円",全部委託,,,,賃貸中,相談
599535dm4,ONE,"4,980万円",5.06%,252 万円 / 21.0万円,1998年11月,鉄骨鉄筋コンクリート造6/9階建,6/9階建,SRC造,---,JR総武線 水道橋駅  徒歩3分 都営三田線 水道橋駅  徒歩5分 半蔵門線 神保町駅  徒歩7分 ,東京都千代田区猿楽町2丁目,,所有権 ,65.49m2（バルコニー 4.37m2）,2LDK,"12,200円 / 5,110円",全部委託,,,,賃貸中,相談
604801xui,TPO,"5,480万円",9.45%,518.4 万円 / 43.2万円,1977年4月,鉄骨鉄筋コンクリート造1/9階建 総戸数 23戸,1/9階建,SRC造,23戸,JR総武線 馬喰町駅  徒歩4分 都営新宿線 岩本町駅  徒歩6分 JR山手線 秋葉原駅  徒歩8分 ,東京都千代田区東神田1-11-6,,所有権 ,102.76m2（バルコニー なし）,店舗・事務所倉庫,"38,190円 / 52,880円",全部委託,,,,空室,相談
6062652df,TPO,"5,480万円",9.45%,518.4 万円 / 43.2万円,1977年4月,鉄骨鉄筋コンクリート造1/9階建 総戸数 23戸,1/9階建,SRC造,23戸,日比谷線 秋葉原駅  徒歩8分 都営新宿線 岩本町駅  徒歩6分 ,東京都千代田区東神田1-11-6,,所有権 ,102.76m2（バルコニー なし）,店舗北東向き,"38,190円 / 52,880円",全部委託,,,,空室,相談
5792371ie,ONE,"5,980万円",4.38%,262.2 万円 / 21.8万円,2006年4月,鉄筋コンクリート造8/10階建 総戸数 49戸,8/10階建,RC造,49戸,JR総武線 浅草橋駅  徒歩1分 JR山手線 秋葉原駅  徒歩8分 ,東京都千代田区東神田3丁目,,所有権 ,72.23m2（バルコニー 0.00m2）,3LDK南向き,"18,500円 / 3,620円",全部委託,,,,賃貸中,相談
5891477es,BUL,"6,480万円",,,1975年8月,鉄筋コンクリート造5階建（地下 2階）,5階建,RC造,---,JR山手線 神田駅  徒歩3分 ,東京都千代田区内神田2丁目12-5,69.77m2 【21.10坪】, 定期借地権 地代：月２７１，０００円、借地期間平成５４年８月２０日まで,,,,,380.81m2【115.19坪】,80 ％ / 360 ％ ,商業,自己使用中,相談
587734xsy,BUL,"6,500万円",,,1975年8月,鉄筋コンクリート造5階建（地下 2階）,5階建,RC造,---,JR山手線 神田駅  徒歩3分 JR京浜東北線・根岸線 神田駅  徒歩3分 銀座線 神田駅  徒歩3分 ,東京都千代田区内神田,69m2 【20.87坪】," 借地権 建物譲渡特約付 期間:30年 借地料：271,000円/月",,店舗・倉庫・厨房・休憩室 ,,,380m2【114.95坪】,80 ％ / 360 ％ ,商業,オーナー使用中,相談
589107qc1,BUL,"7,000万円",2.79%,195.6 万円 / 16.3万円,1976年11月,鉄骨造4階建 総戸数 4戸,4階建,S造,4戸,銀座線 末広町駅  徒歩3分 JR山手線 秋葉原駅  徒歩4分 ,東京都千代田区外神田4丁目,36.64m2 【11.08坪】, 所有権 ,,事務所×3戸  店舗×1戸 ,,,121.49m2【36.75坪】,80 ％ / 600 ％ ,商業,賃貸中,相談
588896mpf,BUL,"7,380万円",,,2004年6月,鉄骨造3階建,3階建,S造,---,銀座線 神田駅  徒歩3分 都営新宿線 岩本町駅  徒歩2分 JR山手線 秋葉原駅  徒歩5分 ,東京都千代田区神田東松下町,47.73m2 【14.43坪】, 所有権 ,,,,,97.69m2【29.55坪】,80 ％ / 600 ％ ,商業,空室,即時
